#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LAMP2	TFE3	9606.ENSP00000408411	9606.ENSP00000314129	0	0	0	0	0.063	0.180	0	0.296	0.412
LAMP2	ULK1	9606.ENSP00000408411	9606.ENSP00000324560	0	0	0	0	0.049	0	0	0.531	0.535
LAMP2	SNCA	9606.ENSP00000408411	9606.ENSP00000338345	0	0	0	0	0.062	0.270	0	0.773	0.831
LAMP2	RNF13	9606.ENSP00000408411	9606.ENSP00000341361	0	0	0	0	0.273	0.273	0	0	0.449
LAMP2	TFEB	9606.ENSP00000408411	9606.ENSP00000351742	0	0	0	0	0	0.180	0	0.679	0.725
LAMP2	RRAGD	9606.ENSP00000408411	9606.ENSP00000358423	0	0	0	0	0.062	0	0	0.418	0.431
LAMP2	RRAGC	9606.ENSP00000408411	9606.ENSP00000362092	0	0	0	0	0.095	0	0	0.528	0.554
LAMP2	MOSPD2	9606.ENSP00000408411	9606.ENSP00000369860	0	0	0	0	0.498	0	0	0.066	0.511
LAMP2	SQSTM1	9606.ENSP00000408411	9606.ENSP00000374455	0	0	0	0	0	0.270	0	0.715	0.783
LAMP2	NPC2	9606.ENSP00000408411	9606.ENSP00000451112	0	0	0	0	0.141	0	0	0.404	0.466
LAMP2	MGAM	9606.ENSP00000408411	9606.ENSP00000447378	0	0	0	0	0	0.258	0	0.324	0.476
LAMP2	NBR1	9606.ENSP00000408411	9606.ENSP00000411250	0	0	0	0	0.062	0	0	0.464	0.476
LAMP2	SLC16A3	9606.ENSP00000408411	9606.ENSP00000463978	0	0	0	0	0	0	0	0.487	0.487
LAMP2	MYBPC3	9606.ENSP00000408411	9606.ENSP00000442795	0	0	0	0	0	0	0	0.562	0.562
LAMP2	UBC	9606.ENSP00000408411	9606.ENSP00000441543	0	0	0	0	0	0	0.600	0.096	0.622
LAMTOR4	TCIRG1	9606.ENSP00000343118	9606.ENSP00000265686	0	0	0	0	0	0	0.600	0	0.600
LAMTOR4	ULK1	9606.ENSP00000343118	9606.ENSP00000324560	0	0	0	0	0	0	0.600	0.112	0.629
LAMTOR4	RRAGD	9606.ENSP00000343118	9606.ENSP00000358423	0	0	0	0	0	0.916	0.600	0.614	0.985
LAMTOR4	RRAGC	9606.ENSP00000343118	9606.ENSP00000362092	0	0	0	0	0.047	0.998	0.600	0.739	0.999
LAPTM4A	RAB5A	9606.ENSP00000175091	9606.ENSP00000273047	0	0	0	0	0.062	0	0	0.389	0.403
LAPTM4A	NDST1	9606.ENSP00000175091	9606.ENSP00000261797	0	0	0	0	0	0	0	0.430	0.430
LAPTM4A	WWP2	9606.ENSP00000175091	9606.ENSP00000352069	0	0	0	0	0	0.377	0	0.136	0.439
LAPTM4A	RHOB	9606.ENSP00000175091	9606.ENSP00000272233	0	0	0	0	0.062	0.057	0	0.583	0.599
LAPTM4A	TM9SF2	9606.ENSP00000175091	9606.ENSP00000365567	0	0	0	0	0.121	0	0	0.627	0.659
LAPTM4A	LAPTM5	9606.ENSP00000175091	9606.ENSP00000294507	0	0	0	0.666	0	0	0.800	0.637	0.841
LAPTM5	SPI1	9606.ENSP00000294507	9606.ENSP00000227163	0	0	0	0	0.909	0	0	0.074	0.912
LAPTM5	SRGN	9606.ENSP00000294507	9606.ENSP00000242465	0	0	0	0	0.659	0	0	0.256	0.735
LAPTM5	S1PR4	9606.ENSP00000294507	9606.ENSP00000246115	0	0	0	0	0.531	0	0	0	0.531
LAPTM5	RAC2	9606.ENSP00000294507	9606.ENSP00000249071	0	0	0	0	0.692	0	0	0.051	0.696
LAPTM5	LILRA1	9606.ENSP00000294507	9606.ENSP00000251372	0	0	0	0	0.337	0	0	0.142	0.406
LAPTM5	SORT1	9606.ENSP00000294507	9606.ENSP00000256637	0	0	0	0	0	0	0	0.433	0.433
LAPTM5	TYROBP	9606.ENSP00000294507	9606.ENSP00000262629	0	0	0	0	0.794	0	0	0.367	0.864
LAPTM5	TCIRG1	9606.ENSP00000294507	9606.ENSP00000265686	0	0	0	0	0.165	0	0	0.318	0.406
LAPTM5	NCF1	9606.ENSP00000294507	9606.ENSP00000289473	0	0	0	0	0.234	0.255	0	0.137	0.465
LAPTM5	WAS	9606.ENSP00000294507	9606.ENSP00000365891	0	0	0	0	0.396	0	0	0.048	0.400
LAPTM5	MS4A6A	9606.ENSP00000294507	9606.ENSP00000392770	0	0	0	0	0.332	0	0	0.152	0.409
LAPTM5	TNFAIP8L2	9606.ENSP00000294507	9606.ENSP00000357906	0	0	0	0	0.412	0	0	0	0.412
LAPTM5	VSIG4	9606.ENSP00000294507	9606.ENSP00000363869	0	0	0	0	0.340	0	0	0.162	0.424
LAPTM5	TNFRSF1B	9606.ENSP00000294507	9606.ENSP00000365435	0	0	0	0	0.332	0	0	0.178	0.428
LAPTM5	MNDA	9606.ENSP00000294507	9606.ENSP00000357123	0	0	0	0	0.431	0	0	0	0.431
LAPTM5	WDFY4	9606.ENSP00000294507	9606.ENSP00000320563	0	0	0	0	0.484	0	0	0	0.484
LAPTM5	MYADM	9606.ENSP00000294507	9606.ENSP00000375649	0	0	0	0	0.062	0	0	0.482	0.493
LAPTM5	LILRB2	9606.ENSP00000294507	9606.ENSP00000375629	0	0	0	0	0.535	0	0	0.095	0.561
LAPTM5	NCF2	9606.ENSP00000294507	9606.ENSP00000356505	0	0	0	0	0.535	0	0	0.124	0.576
LAPTM5	SLA	9606.ENSP00000294507	9606.ENSP00000394049	0	0	0	0	0.644	0	0	0	0.644
LAPTM5	THEMIS2	9606.ENSP00000294507	9606.ENSP00000363031	0	0	0	0	0.559	0	0	0.227	0.645
LAPTM5	NCF4	9606.ENSP00000294507	9606.ENSP00000380334	0	0	0	0	0.543	0.255	0	0.046	0.647
LAPTM5	LSP1	9606.ENSP00000294507	9606.ENSP00000371194	0	0	0	0	0.534	0	0	0.283	0.652
LAPTM5	MYO1F	9606.ENSP00000294507	9606.ENSP00000344871	0	0	0	0	0.519	0	0	0.352	0.675
LAPTM5	PTPRC	9606.ENSP00000294507	9606.ENSP00000411355	0	0	0	0	0.641	0	0	0.132	0.675
LAPTM5	LCP1	9606.ENSP00000294507	9606.ENSP00000381581	0	0	0	0	0.643	0	0	0.137	0.679
LASP1	VASP	9606.ENSP00000325240	9606.ENSP00000245932	0	0	0	0	0.090	0.182	0	0.698	0.756
LASP1	MLLT1	9606.ENSP00000325240	9606.ENSP00000252674	0	0	0	0	0	0	0	0.415	0.414
LASP1	PXN	9606.ENSP00000325240	9606.ENSP00000267257	0	0	0	0	0.092	0	0	0.546	0.571
LASP1	SH3GL1	9606.ENSP00000325240	9606.ENSP00000269886	0	0	0	0	0.047	0	0	0.415	0.418
LASP1	S100A11	9606.ENSP00000325240	9606.ENSP00000271638	0	0	0	0	0.063	0	0	0.660	0.667
LASP1	ZYX	9606.ENSP00000325240	9606.ENSP00000324422	0	0	0	0	0.076	0.594	0	0.984	0.993
LASP1	PLXDC2	9606.ENSP00000325240	9606.ENSP00000366460	0	0	0	0	0	0	0	0.494	0.494
LASP1	SLC25A44	9606.ENSP00000325240	9606.ENSP00000407560	0	0	0	0	0	0.299	0	0.354	0.527
LAT2	TREM1	9606.ENSP00000420494	9606.ENSP00000244709	0	0	0	0	0.111	0	0	0.505	0.541
LAT2	TMCC3	9606.ENSP00000420494	9606.ENSP00000261226	0	0	0	0	0	0	0	0.401	0.401
LAT2	TYROBP	9606.ENSP00000420494	9606.ENSP00000262629	0	0	0	0	0.190	0	0	0.396	0.489
LAT2	SYK	9606.ENSP00000420494	9606.ENSP00000364907	0	0	0	0	0.151	0	0.900	0.620	0.964
LAT2	VAV1	9606.ENSP00000420494	9606.ENSP00000472929	0	0	0	0	0.213	0	0	0.451	0.549
LAT2	PLCG2	9606.ENSP00000420494	9606.ENSP00000482457	0	0	0	0	0.086	0.270	0	0.515	0.648
LAT2	LYN	9606.ENSP00000420494	9606.ENSP00000428924	0	0	0	0	0.118	0	0.900	0.560	0.957
LATS2	TRIP6	9606.ENSP00000372035	9606.ENSP00000200457	0	0	0	0	0.070	0.247	0	0.375	0.524
LATS2	NOTCH1	9606.ENSP00000372035	9606.ENSP00000277541	0	0	0	0	0	0.115	0	0.354	0.404
LATS2	ZYX	9606.ENSP00000372035	9606.ENSP00000324422	0	0	0	0	0.070	0.425	0	0.497	0.708
LATS2	MAP4K4	9606.ENSP00000372035	9606.ENSP00000343658	0	0	0	0.543	0.062	0.249	0	0.514	0.431
LATS2	SIAH1	9606.ENSP00000372035	9606.ENSP00000349156	0	0	0	0	0.064	0.270	0	0.326	0.499
LATS2	MOB3A	9606.ENSP00000372035	9606.ENSP00000349575	0	0	0	0	0.062	0.430	0	0.564	0.747
LATS2	MAP3K5	9606.ENSP00000372035	9606.ENSP00000351908	0	0	0	0.542	0	0.474	0	0.066	0.480
LATS2	WWP2	9606.ENSP00000372035	9606.ENSP00000352069	0	0	0	0	0.062	0.225	0	0.247	0.404
LATS2	PTEN	9606.ENSP00000372035	9606.ENSP00000361021	0	0	0	0	0.063	0	0	0.423	0.436
LATS2	WWC3	9606.ENSP00000372035	9606.ENSP00000370242	0	0	0	0	0.062	0.410	0	0.441	0.664
LATS2	WBP2	9606.ENSP00000372035	9606.ENSP00000467579	0	0	0	0	0	0.137	0	0.338	0.404
LATS2	STK3	9606.ENSP00000372035	9606.ENSP00000429744	0	0	0	0.586	0	0.929	0.900	0.510	0.994
LBR	NRM	9606.ENSP00000339883	9606.ENSP00000259953	0	0	0	0	0.085	0	0	0.757	0.769
LBR	LRRK2	9606.ENSP00000339883	9606.ENSP00000298910	0	0	0	0	0.060	0.486	0	0.046	0.498
LBR	NUP98	9606.ENSP00000339883	9606.ENSP00000316032	0	0	0	0	0.063	0	0	0.444	0.457
LBR	ZBTB7B	9606.ENSP00000339883	9606.ENSP00000406286	0	0	0	0	0	0.056	0	0.400	0.409
LBR	NUP214	9606.ENSP00000339883	9606.ENSP00000352400	0	0	0	0	0.063	0	0	0.419	0.433
LBR	SRPK1	9606.ENSP00000339883	9606.ENSP00000362931	0	0	0	0	0.107	0.463	0	0.466	0.721
LCN6	PRKG2	9606.ENSP00000339621	9606.ENSP00000264399	0	0	0	0	0	0	0	0.454	0.454
LCP1	NFKBIA	9606.ENSP00000381581	9606.ENSP00000216797	0	0	0	0	0.097	0.139	0	0.637	0.693
LCP1	SPI1	9606.ENSP00000381581	9606.ENSP00000227163	0	0	0	0	0.554	0	0	0.819	0.916
LCP1	MAPK14	9606.ENSP00000381581	9606.ENSP00000229795	0	0	0	0	0.063	0.101	0	0.367	0.420
LCP1	RAC2	9606.ENSP00000381581	9606.ENSP00000249071	0	0	0	0	0.576	0.076	0	0.239	0.676
LCP1	LMO2	9606.ENSP00000381581	9606.ENSP00000257818	0	0	0	0	0.130	0.059	0	0.631	0.672
LCP1	LYZ	9606.ENSP00000381581	9606.ENSP00000261267	0	0	0	0	0.262	0	0	0.445	0.573
LCP1	RAB5A	9606.ENSP00000381581	9606.ENSP00000273047	0	0	0	0	0	0.076	0	0.453	0.473
LCP1	TAL1	9606.ENSP00000381581	9606.ENSP00000294339	0	0	0	0	0.063	0	0	0.498	0.509
LCP1	WDFY4	9606.ENSP00000381581	9606.ENSP00000320563	0	0	0	0	0.365	0.181	0	0	0.457
LCP1	MYO1F	9606.ENSP00000381581	9606.ENSP00000344871	0	0	0	0	0.228	0.076	0	0.351	0.497
LCP1	RAD23B	9606.ENSP00000381581	9606.ENSP00000350708	0	0	0	0	0.122	0.343	0	0.043	0.400
LCP1	MSN	9606.ENSP00000381581	9606.ENSP00000353408	0	0	0	0	0.102	0.287	0	0.369	0.561
LCP1	MPEG1	9606.ENSP00000381581	9606.ENSP00000354335	0	0	0	0	0.267	0	0	0.627	0.715
LCP1	MNDA	9606.ENSP00000381581	9606.ENSP00000357123	0	0	0	0	0.307	0	0	0.250	0.458
LCP1	TLR4	9606.ENSP00000381581	9606.ENSP00000363089	0	0	0	0	0.130	0.103	0	0.425	0.512
LCP1	WAS	9606.ENSP00000381581	9606.ENSP00000365891	0	0	0	0	0.364	0.154	0	0.513	0.715
LCP1	TUBB2A	9606.ENSP00000381581	9606.ENSP00000369703	0	0	0	0	0.062	0.134	0	0.418	0.486
LCP1	SERPINB1	9606.ENSP00000381581	9606.ENSP00000370115	0	0	0	0	0.092	0	0	0.395	0.427
LCP1	NCF4	9606.ENSP00000381581	9606.ENSP00000380334	0	0	0	0	0.335	0	0	0.217	0.457
LCP1	PTPN6	9606.ENSP00000381581	9606.ENSP00000391592	0	0	0	0	0.337	0.056	0	0.119	0.401
LCP1	PTPRC	9606.ENSP00000381581	9606.ENSP00000411355	0	0	0	0	0.585	0.056	0	0.201	0.660
LDHD	PGM2	9606.ENSP00000300051	9606.ENSP00000371393	0	0	0	0	0	0	0	0.409	0.409
LDHD	TIMM17B	9606.ENSP00000300051	9606.ENSP00000379999	0	0	0	0	0	0	0.600	0.043	0.600
LDHD	PKM	9606.ENSP00000300051	9606.ENSP00000320171	0.050	0	0	0	0.049	0.058	0.900	0.356	0.935
LETM2	TALDO1	9606.ENSP00000369291	9606.ENSP00000321259	0	0	0	0	0.062	0	0	0.409	0.421
LETM2	MICU1	9606.ENSP00000369291	9606.ENSP00000354415	0	0	0	0	0	0	0	0.599	0.599
LETM2	RASSF2	9606.ENSP00000369291	9606.ENSP00000368710	0	0	0	0	0.062	0	0	0.688	0.695
LETM2	TRIOBP	9606.ENSP00000369291	9606.ENSP00000384312	0	0	0	0	0.073	0	0	0.394	0.415
LETM2	TMCO3	9606.ENSP00000369291	9606.ENSP00000389399	0	0	0	0	0.048	0.101	0	0.431	0.470
LGALS9	SELL	9606.ENSP00000378856	9606.ENSP00000236147	0	0	0	0	0.213	0	0	0.271	0.402
LGALS9	TNFSF10	9606.ENSP00000378856	9606.ENSP00000241261	0	0	0	0	0.161	0	0	0.472	0.538
LGALS9	TYROBP	9606.ENSP00000378856	9606.ENSP00000262629	0	0	0	0	0.497	0	0	0.091	0.523
LGALS9	MX2	9606.ENSP00000378856	9606.ENSP00000333657	0	0	0	0	0.269	0	0	0.257	0.434
LGALS9	SLC12A6	9606.ENSP00000378856	9606.ENSP00000346112	0	0	0	0	0	0.470	0	0	0.470
LGALS9	RRAGC	9606.ENSP00000378856	9606.ENSP00000362092	0	0	0	0	0	0.616	0	0	0.616
LGALS9	TLR4	9606.ENSP00000378856	9606.ENSP00000363089	0	0	0	0	0.126	0	0	0.349	0.406
LGALS9	TNFRSF9	9606.ENSP00000378856	9606.ENSP00000478699	0	0	0	0	0	0	0	0.699	0.700
LGALS9	PTPRJ	9606.ENSP00000378856	9606.ENSP00000400010	0	0	0	0	0	0.671	0	0.219	0.732
LGALS9	PTPRC	9606.ENSP00000378856	9606.ENSP00000411355	0	0	0	0	0.214	0	0	0.916	0.931
LHFPL5	TRIOBP	9606.ENSP00000353346	9606.ENSP00000384312	0	0	0	0	0	0	0	0.520	0.520
LHFPL5	MYO7A	9606.ENSP00000353346	9606.ENSP00000386331	0	0	0	0	0	0	0	0.605	0.605
LILRA1	SPI1	9606.ENSP00000251372	9606.ENSP00000227163	0	0	0	0	0.535	0	0	0.059	0.545
LILRA1	TREM1	9606.ENSP00000251372	9606.ENSP00000244709	0	0	0	0	0.496	0	0	0	0.495
LILRA1	NCF4	9606.ENSP00000251372	9606.ENSP00000380334	0	0	0	0	0.369	0	0	0.114	0.417
LILRA1	SIRPD	9606.ENSP00000251372	9606.ENSP00000371036	0	0	0	0	0.439	0	0	0	0.439
LILRA1	NFAM1	9606.ENSP00000251372	9606.ENSP00000333680	0	0	0	0	0.337	0	0	0.203	0.448
LILRA1	WDFY4	9606.ENSP00000251372	9606.ENSP00000320563	0	0	0	0	0.465	0	0	0	0.465
LILRA1	NCF2	9606.ENSP00000251372	9606.ENSP00000356505	0	0	0	0	0.407	0	0	0.147	0.472
LILRA1	S100A8	9606.ENSP00000251372	9606.ENSP00000357722	0	0	0	0	0.498	0	0	0	0.497
LILRA1	NCF1	9606.ENSP00000251372	9606.ENSP00000289473	0	0	0	0	0.339	0	0	0.274	0.500
LILRA1	P2RY13	9606.ENSP00000251372	9606.ENSP00000320376	0	0	0	0	0.483	0	0	0.076	0.501
LILRA1	MPEG1	9606.ENSP00000251372	9606.ENSP00000354335	0	0	0	0	0.507	0	0	0	0.507
LILRA1	SIGLEC9	9606.ENSP00000251372	9606.ENSP00000413861	0	0	0	0	0.522	0	0	0	0.522
LILRA1	S100A12	9606.ENSP00000251372	9606.ENSP00000357726	0	0	0	0	0.524	0	0	0	0.524
LILRA1	LILRB2	9606.ENSP00000251372	9606.ENSP00000375629	0	0	0	0.975	0.526	0	0	0.687	0.533
LILRA1	SIGLEC7	9606.ENSP00000251372	9606.ENSP00000323328	0	0	0	0	0.520	0	0	0.231	0.615
LILRA1	PTPN6	9606.ENSP00000251372	9606.ENSP00000391592	0	0	0	0	0.152	0.129	0.600	0	0.678
LILRA1	TLR8	9606.ENSP00000251372	9606.ENSP00000312082	0	0	0	0	0.645	0	0	0.139	0.682
LILRA1	SYK	9606.ENSP00000251372	9606.ENSP00000364907	0	0	0	0	0.167	0	0.600	0.157	0.694
LILRA1	MNDA	9606.ENSP00000251372	9606.ENSP00000357123	0	0	0	0	0.744	0	0	0	0.744
LILRA1	TYROBP	9606.ENSP00000251372	9606.ENSP00000262629	0	0	0	0	0.553	0	0	0.640	0.832
LILRA2	TYROBP	9606.ENSP00000251377	9606.ENSP00000262629	0	0	0	0	0.150	0	0	0.491	0.549
LILRA2	SYK	9606.ENSP00000251377	9606.ENSP00000364907	0	0	0	0	0.104	0	0.600	0.172	0.677
LILRA2	PTPN6	9606.ENSP00000251377	9606.ENSP00000391592	0	0	0	0	0.065	0.129	0.600	0.538	0.829
LILRA6	SYK	9606.ENSP00000379651	9606.ENSP00000364907	0	0	0	0	0.086	0	0.600	0.167	0.669
LILRA6	PTPN6	9606.ENSP00000379651	9606.ENSP00000391592	0	0	0	0	0.060	0.129	0.600	0.124	0.674
LILRB2	SPI1	9606.ENSP00000375629	9606.ENSP00000227163	0	0	0	0	0.528	0	0	0.156	0.585
LILRB2	SLC15A3	9606.ENSP00000375629	9606.ENSP00000227880	0	0	0	0	0.535	0	0	0	0.535
LILRB2	SELL	9606.ENSP00000375629	9606.ENSP00000236147	0	0	0	0	0.336	0	0	0.142	0.405
LILRB2	TREM1	9606.ENSP00000375629	9606.ENSP00000244709	0	0	0	0	0.411	0	0	0	0.410
LILRB2	S1PR4	9606.ENSP00000375629	9606.ENSP00000246115	0	0	0	0	0.676	0	0	0	0.676
LILRB2	TYROBP	9606.ENSP00000375629	9606.ENSP00000262629	0	0	0	0	0.907	0	0	0.278	0.930
LILRB2	NCF1	9606.ENSP00000375629	9606.ENSP00000289473	0	0	0	0	0.342	0	0	0.254	0.488
LILRB2	NOD2	9606.ENSP00000375629	9606.ENSP00000300589	0	0	0	0	0.550	0	0	0.067	0.562
LILRB2	TLR8	9606.ENSP00000375629	9606.ENSP00000312082	0	0	0	0	0.561	0	0	0.172	0.621
LILRB2	P2RY13	9606.ENSP00000375629	9606.ENSP00000320376	0	0	0	0	0.527	0	0	0.104	0.558
LILRB2	WDFY4	9606.ENSP00000375629	9606.ENSP00000320563	0	0	0	0	0.561	0	0	0	0.561
LILRB2	VNN2	9606.ENSP00000375629	9606.ENSP00000322276	0	0	0	0	0.553	0	0	0	0.553
LILRB2	NLRP3	9606.ENSP00000375629	9606.ENSP00000337383	0	0	0	0	0.493	0	0	0.047	0.496
LILRB2	LRRC25	9606.ENSP00000375629	9606.ENSP00000340983	0	0	0	0	0.552	0	0	0	0.552
LILRB2	MYO1F	9606.ENSP00000375629	9606.ENSP00000344871	0	0	0	0	0.618	0	0	0	0.618
LILRB2	MPEG1	9606.ENSP00000375629	9606.ENSP00000354335	0	0	0	0	0.530	0	0	0	0.530
LILRB2	TLR1	9606.ENSP00000375629	9606.ENSP00000354932	0	0	0	0	0.528	0	0	0.139	0.576
LILRB2	NCF2	9606.ENSP00000375629	9606.ENSP00000356505	0	0	0	0	0.782	0	0	0.184	0.815
LILRB2	MNDA	9606.ENSP00000375629	9606.ENSP00000357123	0	0	0	0	0.678	0	0	0	0.678
LILRB2	SEMA4A	9606.ENSP00000375629	9606.ENSP00000357268	0	0	0	0	0.155	0	0	0.763	0.791
LILRB2	S100A8	9606.ENSP00000375629	9606.ENSP00000357722	0	0	0	0	0.559	0	0	0	0.559
LILRB2	S100A12	9606.ENSP00000375629	9606.ENSP00000357726	0	0	0	0	0.541	0	0	0	0.541
LILRB2	TNFAIP8L2	9606.ENSP00000375629	9606.ENSP00000357906	0	0	0	0	0.631	0	0	0	0.631
LILRB2	THEMIS2	9606.ENSP00000375629	9606.ENSP00000363031	0	0	0	0	0.564	0	0	0	0.564
LILRB2	TLR4	9606.ENSP00000375629	9606.ENSP00000363089	0	0	0	0	0.255	0	0	0.232	0.404
LILRB2	VSIG4	9606.ENSP00000375629	9606.ENSP00000363869	0	0	0	0	0.566	0	0	0	0.566
LILRB2	SYK	9606.ENSP00000375629	9606.ENSP00000364907	0	0	0	0	0.354	0	0.600	0.136	0.757
LILRB2	LILRB4	9606.ENSP00000375629	9606.ENSP00000375616	0	0	0	0.921	0.342	0.273	0	0.820	0.533
LILRB2	SIGLEC9	9606.ENSP00000375629	9606.ENSP00000413861	0	0	0	0	0.537	0	0	0	0.537
LILRB2	NCF4	9606.ENSP00000375629	9606.ENSP00000380334	0	0	0	0	0.527	0	0	0.088	0.550
LILRB2	SLC7A7	9606.ENSP00000375629	9606.ENSP00000380666	0	0	0	0	0.558	0	0	0	0.558
LILRB2	SLA	9606.ENSP00000375629	9606.ENSP00000394049	0	0	0	0	0.559	0	0	0	0.559
LILRB2	MS4A6A	9606.ENSP00000375629	9606.ENSP00000392770	0	0	0	0	0.677	0	0	0	0.677
LILRB2	PTPRC	9606.ENSP00000375629	9606.ENSP00000411355	0	0	0	0	0.552	0.059	0	0.408	0.728
LILRB2	PTPN6	9606.ENSP00000375629	9606.ENSP00000391592	0	0	0	0	0.166	0.704	0.600	0.097	0.899
LILRB3	PILRA	9606.ENSP00000245620	9606.ENSP00000198536	0	0	0	0	0.220	0	0	0.287	0.420
LILRB3	SPI1	9606.ENSP00000245620	9606.ENSP00000227163	0	0	0	0	0.345	0	0	0.155	0.423
LILRB3	SIGLEC7	9606.ENSP00000245620	9606.ENSP00000323328	0	0	0	0	0.334	0	0	0.143	0.404
LILRB3	SIRPA	9606.ENSP00000245620	9606.ENSP00000382941	0	0	0	0	0.096	0	0	0.392	0.427
LILRB3	SIGLEC9	9606.ENSP00000245620	9606.ENSP00000413861	0	0	0	0	0.338	0	0	0.181	0.434
LILRB3	QKI	9606.ENSP00000245620	9606.ENSP00000355094	0	0	0	0	0	0	0	0.435	0.435
LILRB3	NCF2	9606.ENSP00000245620	9606.ENSP00000356505	0	0	0	0	0.350	0	0	0.184	0.447
LILRB3	LYN	9606.ENSP00000245620	9606.ENSP00000428924	0	0	0	0	0.105	0	0	0.422	0.460
LILRB3	TLR8	9606.ENSP00000245620	9606.ENSP00000312082	0	0	0	0	0.403	0	0	0.170	0.483
LILRB3	RTN3	9606.ENSP00000245620	9606.ENSP00000367050	0	0	0	0	0	0	0	0.486	0.485
LILRB3	TYROBP	9606.ENSP00000245620	9606.ENSP00000262629	0	0	0	0	0.352	0	0	0.334	0.550
LILRB3	SYK	9606.ENSP00000245620	9606.ENSP00000364907	0	0	0	0	0.112	0	0.600	0.349	0.748
LILRB3	PTPN6	9606.ENSP00000245620	9606.ENSP00000391592	0	0	0	0	0.126	0.336	0.600	0.390	0.839
LILRB3	RTN4	9606.ENSP00000245620	9606.ENSP00000337838	0	0	0	0	0	0	0	0.855	0.856
LILRB4	SLC15A3	9606.ENSP00000375616	9606.ENSP00000227880	0	0	0	0	0.421	0	0	0	0.421
LILRB4	TYROBP	9606.ENSP00000375616	9606.ENSP00000262629	0	0	0	0	0.435	0	0	0.293	0.583
LILRB4	SEMA4A	9606.ENSP00000375616	9606.ENSP00000357268	0	0	0	0	0.088	0	0	0.457	0.484
LILRB4	SYK	9606.ENSP00000375616	9606.ENSP00000364907	0	0	0	0	0.118	0	0.600	0.120	0.662
LILRB4	PTPRC	9606.ENSP00000375616	9606.ENSP00000411355	0	0	0	0	0.269	0.059	0	0.283	0.464
LILRB4	PTPN6	9606.ENSP00000375616	9606.ENSP00000391592	0	0	0	0	0.092	0.524	0.600	0.544	0.910
LILRB5	SYK	9606.ENSP00000406478	9606.ENSP00000364907	0	0	0	0	0.086	0	0.600	0.060	0.626
LILRB5	PTPN6	9606.ENSP00000406478	9606.ENSP00000391592	0	0	0	0	0	0.129	0.600	0.536	0.824
LIM2	MMP25	9606.ENSP00000221973	9606.ENSP00000337816	0	0	0	0	0	0	0	0.411	0.410
LIM2	ZYX	9606.ENSP00000221973	9606.ENSP00000324422	0	0	0	0	0	0	0	0.411	0.411
LIM2	LPAR2	9606.ENSP00000221973	9606.ENSP00000443256	0	0	0	0	0	0	0	0.413	0.413
LIM2	LMO2	9606.ENSP00000221973	9606.ENSP00000257818	0	0	0	0	0	0	0	0.454	0.454
LIM2	RAPGEF3	9606.ENSP00000221973	9606.ENSP00000395708	0	0	0	0	0	0	0	0.499	0.499
LIM2	PDLIM7	9606.ENSP00000221973	9606.ENSP00000348099	0	0	0	0	0	0	0	0.603	0.603
LIMK2	RFC2	9606.ENSP00000339916	9606.ENSP00000055077	0	0	0	0	0.062	0	0	0.412	0.424
LIMK2	RAC2	9606.ENSP00000339916	9606.ENSP00000249071	0	0	0	0	0	0.212	0	0.314	0.436
LIMK2	RHOB	9606.ENSP00000339916	9606.ENSP00000272233	0	0	0	0	0	0.220	0.900	0.459	0.954
LIMK2	PAK1	9606.ENSP00000339916	9606.ENSP00000278568	0	0	0	0.598	0	0.122	0.800	0.411	0.845
LIMK2	SSH3	9606.ENSP00000339916	9606.ENSP00000312081	0	0	0	0	0.063	0.345	0	0.638	0.759
LIMK2	PAK2	9606.ENSP00000339916	9606.ENSP00000314067	0	0	0	0.605	0	0.122	0.600	0.280	0.669
LIMK2	RAC1	9606.ENSP00000339916	9606.ENSP00000348461	0	0	0	0	0	0.175	0	0.357	0.446
LIMK2	SSH2	9606.ENSP00000339916	9606.ENSP00000444743	0	0	0	0	0.053	0.345	0	0.573	0.712
LIMK2	RHOA	9606.ENSP00000339916	9606.ENSP00000400175	0	0	0	0	0.049	0.244	0.900	0.630	0.969
LINGO3	ZC3H3	9606.ENSP00000467753	9606.ENSP00000262577	0	0	0	0	0	0.056	0	0.391	0.400
LIPN	TFEB	9606.ENSP00000383923	9606.ENSP00000351742	0	0	0	0	0	0	0	0.409	0.409
LIPN	S100A12	9606.ENSP00000383923	9606.ENSP00000357726	0	0	0	0	0.497	0.110	0	0	0.533
LIPN	PNPLA1	9606.ENSP00000383923	9606.ENSP00000378072	0	0	0	0	0.076	0.149	0	0.751	0.787
LIPN	MARVELD1	9606.ENSP00000383923	9606.ENSP00000441365	0	0	0	0	0	0	0	0.805	0.805
LITAF	MFN2	9606.ENSP00000459533	9606.ENSP00000235329	0	0	0	0	0	0	0	0.556	0.556
LITAF	TSG101	9606.ENSP00000459533	9606.ENSP00000251968	0	0	0	0	0	0.486	0	0.811	0.899
LITAF	SBF2	9606.ENSP00000459533	9606.ENSP00000256190	0	0	0	0	0	0	0	0.623	0.623
LITAF	NARF	9606.ENSP00000459533	9606.ENSP00000309899	0	0	0	0	0	0	0	0.428	0.428
LITAF	WWP2	9606.ENSP00000459533	9606.ENSP00000352069	0	0	0	0	0	0.442	0	0.043	0.443
